_time,index,host.name,event.code,UserAccount,SourceIP
2022-02-19T18:15:26.214+0000,wineventlogs,files.magnumtempus.financial,4624,ANONYMOUS LOGON,172.16.50.132
2022-02-19T18:15:36.270+0000,wineventlogs,files.magnumtempus.financial,4624,ANONYMOUS LOGON,172.16.50.137
2022-02-19T18:15:37.284+0000,wineventlogs,files.magnumtempus.financial,4624,ANONYMOUS LOGON,172.16.50.140
2022-02-19T18:15:40.288+0000,wineventlogs,files.magnumtempus.financial,4624,stephen.lamna,172.16.50.133
2022-02-19T18:15:51.331+0000,wineventlogs,files.magnumtempus.financial,4624,ANONYMOUS LOGON,172.16.50.136
2022-02-19T18:15:51.332+0000,wineventlogs,files.magnumtempus.financial,4624,ANONYMOUS LOGON,172.16.50.132
2022-02-19T18:15:56.358+0000,wineventlogs,files.magnumtempus.financial,4624,ANONYMOUS LOGON,172.16.50.137
2022-02-19T18:15:56.358+0000,wineventlogs,files.magnumtempus.financial,4624,ANONYMOUS LOGON,172.16.50.140
2022-02-19T18:17:07.416+0000,wineventlogs,wkst13.magnumtempus.financial,4624,clarie.insigni,172.16.21.100
2022-02-19T18:17:12.515+0000,wineventlogs,wkst13.magnumtempus.financial,4624,clarie.insigni,172.16.21.100
2022-02-19T18:17:12.635+0000,wineventlogs,files.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:12.635+0000,wineventlogs,files.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:12.635+0000,wineventlogs,files.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:12.635+0000,wineventlogs,files.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:12.661+0000,wineventlogs,dc.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:13.674+0000,wineventlogs,dc.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:13.674+0000,wineventlogs,dc.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:13.674+0000,wineventlogs,dc.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:13.674+0000,wineventlogs,dc.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:13.674+0000,wineventlogs,dc.magnumtempus.financial,4624,clarie.insigni,172.16.50.142
2022-02-19T18:17:27.814+0000,wineventlogs,wkst15.magnumtempus.financial,4624,norma.gene,172.16.21.100
2022-02-19T18:17:31.717+0000,wineventlogs,files.magnumtempus.financial,4624,norma.gene,172.16.50.144
2022-02-19T18:17:31.850+0000,wineventlogs,wkst15.magnumtempus.financial,4624,norma.gene,172.16.21.100
2022-02-19T18:17:55.621+0000,wineventlogs,wkst03.magnumtempus.financial,4624,stephen.lamna,172.16.21.100
2022-02-19T18:17:58.849+0000,wineventlogs,wkst03.magnumtempus.financial,4624,stephen.lamna,172.16.21.100
2022-02-19T18:18:02.165+0000,wineventlogs,wkst05.magnumtempus.financial,4624,molly.ferio,172.16.21.100
2022-02-19T18:18:04.505+0000,wineventlogs,wkst05.magnumtempus.financial,4624,molly.ferio,172.16.21.100
2022-02-19T18:18:04.863+0000,wineventlogs,files.magnumtempus.financial,4624,molly.ferio,172.16.50.134
2022-02-19T18:18:08.149+0000,wineventlogs,wkst14.magnumtempus.financial,4624,autumn.mi,172.16.21.100
2022-02-19T18:18:12.806+0000,wineventlogs,wkst14.magnumtempus.financial,4624,autumn.mi,172.16.21.100
2022-02-19T18:18:12.903+0000,wineventlogs,files.magnumtempus.financial,4624,autumn.mi,172.16.50.143
