"_raw","_time","community_id","conn_state",duration,eventtype,history,host,"id.orig_h","id.orig_p","id.resp_h","id.resp_p",index,linecount,"local_orig","local_resp","missed_bytes",name,notice,"orig_bytes","orig_ip_bytes","orig_pkts",peer,proto,punct,"resp_bytes","resp_ip_bytes","resp_pkts",service,source,sourcetype,"splunk_server","splunk_server_group",timestamp,ts,"tunnel_parents{}",uid
"{""ts"":1645309175.988403,""uid"":""CGgbVC2IYq0OTeTH95"",""id.orig_h"":""172.16.50.100"",""id.orig_p"":53604,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.0056459903717,""orig_bytes"":2006,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2458,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""CLWbHA2RpqX6NJAopf""],""community_id"":""1:u9R6tAljk9t9ugLMjssj/WV3WnU=""}","2022-02-19T23:00:01.000+0000","1:u9R6tAljk9t9ugLMjssj/WV3WnU=",SF,"65.0056459903717",,ShADadfFr,sensor,"172.16.50.100",53604,"18.188.230.95",443,zeek,1,true,false,0,,,2006,2458,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309175.988403",CLWbHA2RpqX6NJAopf,CGgbVC2IYq0OTeTH95
"{""ts"":1645309168.618986,""uid"":""Cm8zxHLTMRbOMGanb"",""id.orig_h"":""172.16.50.110"",""id.orig_p"":50684,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.0070641040802,""orig_bytes"":1958,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2410,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""CcGaUl4I7ZSJSmv4p6""],""community_id"":""1:I0M6oXTZp1RxeFuOG2nLGXYg958=""}","2022-02-19T23:00:01.000+0000","1:I0M6oXTZp1RxeFuOG2nLGXYg958=",SF,"65.0070641040802",,ShADadfFr,sensor,"172.16.50.110",50684,"18.188.230.95",443,zeek,1,true,false,0,,,1958,2410,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309168.618986",CcGaUl4I7ZSJSmv4p6,Cm8zxHLTMRbOMGanb
"{""ts"":1645309214.713666,""uid"":""C3lOOP35kwmSi2HBJb"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":58180,""id.resp_h"":""52.95.18.3"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.014280080795288086,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRfR"",""orig_pkts"":18,""orig_ip_bytes"":2017,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""CVjjQJPCJjHB0MHd3""],""community_id"":""1:cf4khJfwqhJgGIaihqBj6uaMWAw=""}","2022-02-19T23:00:01.000+0000","1:cf4khJfwqhJgGIaihqBj6uaMWAw=",SF,"0.014280080795288086",,ShAaDdFRfR,sensor,"172.16.55.120",58180,"52.95.18.3",443,zeek,1,true,false,0,,,1277,2017,18,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309214.713666",CVjjQJPCJjHB0MHd3,C3lOOP35kwmSi2HBJb
"{""ts"":1645309198.503432,""uid"":""Cv2Fo01JBvuiolaSb8"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":58146,""id.resp_h"":""52.95.18.3"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.014482975006103516,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRf"",""orig_pkts"":20,""orig_ip_bytes"":2097,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""CgLAJy4m5EER6SxkMh""],""community_id"":""1:RG88LDpixoa+zB7JAwriBETOxkE=""}","2022-02-19T23:00:01.000+0000","1:RG88LDpixoa+zB7JAwriBETOxkE=",SF,"0.014482975006103516",,ShAaDdFRf,sensor,"172.16.55.120",58146,"52.95.18.3",443,zeek,1,true,false,0,,,1277,2097,20,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309198.503432",CgLAJy4m5EER6SxkMh,Cv2Fo01JBvuiolaSb8
"{""ts"":1645309101.478737,""uid"":""C6tJ7e1e2foYwHrKL1"",""id.orig_h"":""172.16.55.110"",""id.orig_p"":51938,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00395798683167,""orig_bytes"":1974,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2426,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""C7nX7X25iORaWc41s3"",""CgB4GO13i2gasxhnGi""],""community_id"":""1:1/pD2IsWe/y7EK0YFtj4InVpbMM=""}","2022-02-19T23:00:01.000+0000","1:1/pD2IsWe/y7EK0YFtj4InVpbMM=",SF,"65.00395798683167",,ShADadfFr,sensor,"172.16.55.110",51938,"18.188.230.95",443,zeek,1,true,false,0,,,1974,2426,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309101.478737","C7nX7X25iORaWc41s3
CgB4GO13i2gasxhnGi",C6tJ7e1e2foYwHrKL1
"{""ts"":1645309160.610986,""uid"":""CpBtwj3HmFrlUZnXJh"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":37032,""id.resp_h"":""52.95.20.2"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.019637107849121095,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRfR"",""orig_pkts"":18,""orig_ip_bytes"":2017,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""CFqOoA4ANFsVb7obe""],""community_id"":""1:m9WON5QUP3W12XNVb8/EW9a7K7k=""}","2022-02-19T23:00:01.000+0000","1:m9WON5QUP3W12XNVb8/EW9a7K7k=",SF,"0.019637107849121095",,ShAaDdFRfR,sensor,"172.16.55.120",37032,"52.95.20.2",443,zeek,1,true,false,0,,,1277,2017,18,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309160.610986",CFqOoA4ANFsVb7obe,CpBtwj3HmFrlUZnXJh
"{""ts"":1645309136.486662,""uid"":""C7fvKp34pVWhCJ5M76"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":43430,""id.resp_h"":""52.95.16.2"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.0168302059173584,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRfR"",""orig_pkts"":19,""orig_ip_bytes"":2057,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""C86ZO92TIwTxmJ5EZe""],""community_id"":""1:N3dhlnWM25/6XdxddpatRGZopk4=""}","2022-02-19T23:00:01.000+0000","1:N3dhlnWM25/6XdxddpatRGZopk4=",SF,"0.0168302059173584",,ShAaDdFRfR,sensor,"172.16.55.120",43430,"52.95.16.2",443,zeek,1,true,false,0,,,1277,2057,19,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309136.486662",C86ZO92TIwTxmJ5EZe,C7fvKp34pVWhCJ5M76
"{""ts"":1645309052.941853,""uid"":""C4kGDF3vGtHwd1GUz4"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":44892,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00089287757874,""orig_bytes"":1942,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":14,""orig_ip_bytes"":2678,""resp_pkts"":14,""resp_ip_bytes"":1928,""tunnel_parents"":[""CFjWsbFBfuO4ejuyj"",""Cjm8nXA015Y040FR4""],""community_id"":""1:HY6GTcIuUXMEd9ryeAbkrOIPPYg=""}","2022-02-19T23:00:01.000+0000","1:HY6GTcIuUXMEd9ryeAbkrOIPPYg=",SF,"65.00089287757874",,ShADadfFr,sensor,"172.16.55.120",44892,"18.188.230.95",443,zeek,1,true,false,0,,,1942,2678,14,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1928,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309052.941853","CFjWsbFBfuO4ejuyj
Cjm8nXA015Y040FR4",C4kGDF3vGtHwd1GUz4
"{""ts"":1645309051.547207,""uid"":""Cm17aa3g6663b28ZEe"",""id.orig_h"":""172.16.50.101"",""id.orig_p"":61900,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00642681121826,""orig_bytes"":2022,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2474,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""CZ3KFz3lzN0eTPPpV3"",""CJGZHT3udODBNcl0f4""],""community_id"":""1:vDyIAUtKqg2Pk+LJSrP8OQJe0DM=""}","2022-02-19T23:00:01.000+0000","1:vDyIAUtKqg2Pk+LJSrP8OQJe0DM=",SF,"65.00642681121826",,ShADadfFr,sensor,"172.16.50.101",61900,"18.188.230.95",443,zeek,1,true,false,0,,,2022,2474,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309051.547207","CZ3KFz3lzN0eTPPpV3
CJGZHT3udODBNcl0f4",Cm17aa3g6663b28ZEe
"{""ts"":1645309106.519904,""uid"":""CWmB6sagJpbR3su8a"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":43396,""id.resp_h"":""52.95.16.2"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.10267901420593262,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRfR"",""orig_pkts"":19,""orig_ip_bytes"":2057,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""CF1OYb3HfmcXy0jfUi""],""community_id"":""1:q+EeD/dTb+ptELotjN/LmPTM45w=""}","2022-02-19T23:00:01.000+0000","1:q+EeD/dTb+ptELotjN/LmPTM45w=",SF,"0.10267901420593262",,ShAaDdFRfR,sensor,"172.16.55.120",43396,"52.95.16.2",443,zeek,1,true,false,0,,,1277,2057,19,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309106.519904",CF1OYb3HfmcXy0jfUi,CWmB6sagJpbR3su8a
"{""ts"":1645309038.188504,""uid"":""CCQQeo3mvAp5RR2ZJb"",""id.orig_h"":""172.16.50.100"",""id.orig_p"":64398,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00534701347351,""orig_bytes"":1990,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2442,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""CUstUvBPwjEB81y81""],""community_id"":""1:34YOfdFb0atNLlXBpUd3v86chDE=""}","2022-02-19T23:00:01.000+0000","1:34YOfdFb0atNLlXBpUd3v86chDE=",SF,"65.00534701347351",,ShADadfFr,sensor,"172.16.50.100",64398,"18.188.230.95",443,zeek,1,true,false,0,,,1990,2442,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309038.188504",CUstUvBPwjEB81y81,CCQQeo3mvAp5RR2ZJb
"{""ts"":1645309033.929555,""uid"":""CyLlRu1N3eMFMbD21d"",""id.orig_h"":""172.16.50.110"",""id.orig_p"":50680,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00331211090088,""orig_bytes"":1974,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2426,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""C7QnCY2EZwsHjggj38"",""CWWTYQ1sAtkFALRaD8""],""community_id"":""1:mhPnpuku+46HKYa6Cbupv7oqN38=""}","2022-02-19T23:00:01.000+0000","1:mhPnpuku+46HKYa6Cbupv7oqN38=",SF,"65.00331211090088",,ShADadfFr,sensor,"172.16.50.110",50680,"18.188.230.95",443,zeek,1,true,false,0,,,1974,2426,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309033.929555","C7QnCY2EZwsHjggj38
CWWTYQ1sAtkFALRaD8",CyLlRu1N3eMFMbD21d
"{""ts"":1645309074.465803,""uid"":""Cfov9Nnr2fCbAStYh"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":58008,""id.resp_h"":""52.95.18.3"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.04569602012634277,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRfR"",""orig_pkts"":18,""orig_ip_bytes"":2017,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""Cgclu2lvidPOQiJc""],""community_id"":""1:8MttUAyKn46XX54Q9Mm7xiZDHso=""}","2022-02-19T23:00:01.000+0000","1:8MttUAyKn46XX54Q9Mm7xiZDHso=",SF,"0.04569602012634277",,ShAaDdFRfR,sensor,"172.16.55.120",58008,"52.95.18.3",443,zeek,1,true,false,0,,,1277,2017,18,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309074.465803",Cgclu2lvidPOQiJc,Cfov9Nnr2fCbAStYh
"{""ts"":1645309052.612956,""uid"":""CQsiCJAbHjeqjeKaf"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":57972,""id.resp_h"":""52.95.18.3"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.09927105903625488,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRf"",""orig_pkts"":20,""orig_ip_bytes"":2097,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""CFketV3YmKBKVgxDf""],""community_id"":""1:lPVPK9MrWnNIW1FbYdLpk39ltog=""}","2022-02-19T23:00:01.000+0000","1:lPVPK9MrWnNIW1FbYdLpk39ltog=",SF,"0.09927105903625488",,ShAaDdFRf,sensor,"172.16.55.120",57972,"52.95.18.3",443,zeek,1,true,false,0,,,1277,2097,20,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309052.612956",CFketV3YmKBKVgxDf,CQsiCJAbHjeqjeKaf
"{""ts"":1645308978.31881,""uid"":""CyLSLDOx6JcWfj1U1"",""id.orig_h"":""172.16.55.110"",""id.orig_p"":51936,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00150609016419,""orig_bytes"":1942,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2394,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""CbDIOV1P8wPKIX42l"",""C9KySc36WPac2t4wC3""],""community_id"":""1:VzzgZ4Ss7ZMHOZe0vpIkTzJlGSw=""}","2022-02-19T23:00:01.000+0000","1:VzzgZ4Ss7ZMHOZe0vpIkTzJlGSw=",SF,"65.00150609016419",,ShADadfFr,sensor,"172.16.55.110",51936,"18.188.230.95",443,zeek,1,true,false,0,,,1942,2394,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645308978.31881","CbDIOV1P8wPKIX42l
C9KySc36WPac2t4wC3",CyLSLDOx6JcWfj1U1
"{""ts"":1645309012.447448,""uid"":""CIJEvJ2esPYTYd19yb"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":43292,""id.resp_h"":""52.95.16.2"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.01706409454345703,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRfR"",""orig_pkts"":18,""orig_ip_bytes"":2017,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""CtpbvZ3IZxho03zI4""],""community_id"":""1:7NF5Ok8Xfmbc8Hl3ibd7IS3IY34=""}","2022-02-19T23:00:01.000+0000","1:7NF5Ok8Xfmbc8Hl3ibd7IS3IY34=",SF,"0.01706409454345703",,ShAaDdFRfR,sensor,"172.16.55.120",43292,"52.95.16.2",443,zeek,1,true,false,0,,,1277,2017,18,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645309012.447448",CtpbvZ3IZxho03zI4,CIJEvJ2esPYTYd19yb
"{""ts"":1645308999.120595,""uid"":""CqERiu1rsEScjHoOfk"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":43286,""id.resp_h"":""52.95.16.2"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":0.01708197593688965,""orig_bytes"":1277,""resp_bytes"":6307,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShAaDdFRf"",""orig_pkts"":20,""orig_ip_bytes"":2097,""resp_pkts"":20,""resp_ip_bytes"":7119,""tunnel_parents"":[""CB1WWx16SvjEX2uGTb""],""community_id"":""1:zOWchkDCiJa+ue/QbS97u2zNr4c=""}","2022-02-19T23:00:01.000+0000","1:zOWchkDCiJa+ue/QbS97u2zNr4c=",SF,"0.01708197593688965",,ShAaDdFRf,sensor,"172.16.55.120",43286,"52.95.16.2",443,zeek,1,true,false,0,,,1277,2097,20,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",6307,7119,20,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645308999.120595",CB1WWx16SvjEX2uGTb,CqERiu1rsEScjHoOfk
"{""ts"":1645308918.573478,""uid"":""CoLLAp2l8Y3EoxPK56"",""id.orig_h"":""172.16.50.101"",""id.orig_p"":61883,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00376796722412,""orig_bytes"":2006,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2458,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""CNrAhn3AXe6mLWcNP1"",""CIjt8a3x9Fsi6XKrH7""],""community_id"":""1:RoLPnGt2MepfdJPXfepOkTFb5RI=""}","2022-02-19T23:00:01.000+0000","1:RoLPnGt2MepfdJPXfepOkTFb5RI=",SF,"65.00376796722412",,ShADadfFr,sensor,"172.16.50.101",61883,"18.188.230.95",443,zeek,1,true,false,0,,,2006,2458,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645308918.573478","CNrAhn3AXe6mLWcNP1
CIjt8a3x9Fsi6XKrH7",CoLLAp2l8Y3EoxPK56
"{""ts"":1645308917.875995,""uid"":""CRMxBV3o09hGtzrO99"",""id.orig_h"":""172.16.55.120"",""id.orig_p"":44748,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00573301315308,""orig_bytes"":1942,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":14,""orig_ip_bytes"":2678,""resp_pkts"":14,""resp_ip_bytes"":1928,""tunnel_parents"":[""CaVFeQ22kHnA6Xli8j"",""C8fyLL3qavL6KthuQe""],""community_id"":""1:6h3Z8gOkoNuZKvipuAlikxZzBWw=""}","2022-02-19T23:00:01.000+0000","1:6h3Z8gOkoNuZKvipuAlikxZzBWw=",SF,"65.00573301315308",,ShADadfFr,sensor,"172.16.55.120",44748,"18.188.230.95",443,zeek,1,true,false,0,,,1942,2678,14,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1928,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645308917.875995","CaVFeQ22kHnA6Xli8j
C8fyLL3qavL6KthuQe",CRMxBV3o09hGtzrO99
"{""ts"":1645308899.677226,""uid"":""Ch7txM3xat0OLbohS5"",""id.orig_h"":""172.16.50.100"",""id.orig_p"":49221,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.0044150352478,""orig_bytes"":1990,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2442,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""CXvnghPEFpDZLWecg"",""C5ZQ4b1c2m5xn7XJ0b""],""community_id"":""1:k7UwZQiThevyIOXTa9R03yZAc9Q=""}","2022-02-19T23:00:01.000+0000","1:k7UwZQiThevyIOXTa9R03yZAc9Q=",SF,"65.0044150352478",,ShADadfFr,sensor,"172.16.50.100",49221,"18.188.230.95",443,zeek,1,true,false,0,,,1990,2442,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645308899.677226","CXvnghPEFpDZLWecg
C5ZQ4b1c2m5xn7XJ0b",Ch7txM3xat0OLbohS5
"{""ts"":1645308899.135023,""uid"":""CEWh71hUXwIC1xIaj"",""id.orig_h"":""172.16.50.110"",""id.orig_p"":50677,""id.resp_h"":""18.188.230.95"",""id.resp_p"":443,""proto"":""tcp"",""service"":""ssl"",""duration"":65.00250792503357,""orig_bytes"":1942,""resp_bytes"":1216,""conn_state"":""SF"",""local_orig"":true,""local_resp"":false,""missed_bytes"":0,""history"":""ShADadfFr"",""orig_pkts"":11,""orig_ip_bytes"":2394,""resp_pkts"":14,""resp_ip_bytes"":1788,""tunnel_parents"":[""CP2MqV2WOPuowNgF2e""],""community_id"":""1:esyqlq2gmnUve6GrfUUhCJge7GU=""}","2022-02-19T23:00:01.000+0000","1:esyqlq2gmnUve6GrfUUhCJge7GU=",SF,"65.00250792503357",,ShADadfFr,sensor,"172.16.50.110",50677,"18.188.230.95",443,zeek,1,true,false,0,,,1942,2394,11,,tcp,"{"""":.,"""":"""",""."":""..."",""."":,""."":""..."",""."":,"""":"""",""""",1216,1788,14,ssl,"/opt/zeek/logs/2022-02-19/conn.22:00:00-23:00:00.log","zeek_conn","splunk.hackinglab.local",,none,"1645308899.135023",CP2MqV2WOPuowNgF2e,CEWh71hUXwIC1xIaj
